epsilon, dim, number_of_threads, algo_type, id_rep, compression_ratio, space_saving, time (s) 
0.0001, 262144, 1, Classic, stddev, 6.02916e-14, 1.17757e-16, 0.0272216
0.0001, 262144, 1, TaskBased, 0, 275.28, 0.996367, 14.4945
0.0001, 262144, 1, TaskBased, 1, 275.28, 0.996367, 14.4636
0.0001, 262144, 1, TaskBased, 2, 275.28, 0.996367, 14.4682
0.0001, 262144, 1, TaskBased, 3, 275.28, 0.996367, 14.4932
0.0001, 262144, 1, TaskBased, 4, 275.28, 0.996367, 14.4698
0.0001, 262144, 1, TaskBased, 5, 275.28, 0.996367, 14.4981
0.0001, 262144, 1, TaskBased, 6, 275.28, 0.996367, 14.4612
0.0001, 262144, 1, TaskBased, 7, 275.28, 0.996367, 14.4683
0.0001, 262144, 1, TaskBased, 8, 275.28, 0.996367, 14.4995
0.0001, 262144, 1, TaskBased, mean, 275.28, 0.996367, 14.4796
0.0001, 262144, 1, TaskBased, stddev, 6.02916e-14, 1.17757e-16, 0.0161753
0.0001, 524288, 1, Classic, 0, 502.238, 0.998009, 31.2262
0.0001, 524288, 1, Classic, 1, 502.238, 0.998009, 31.2274
0.0001, 524288, 1, Classic, 2, 502.238, 0.998009, 31.2426
0.0001, 524288, 1, Classic, 3, 502.238, 0.998009, 31.2073
0.0001, 524288, 1, Classic, 4, 502.238, 0.998009, 31.2055
0.0001, 524288, 1, Classic, 5, 502.238, 0.998009, 31.1415
0.0001, 524288, 1, Classic, 6, 502.238, 0.998009, 31.4483
0.0001, 524288, 1, Classic, 7, 502.238, 0.998009, 31.4105
0.0001, 524288, 1, Classic, 8, 502.238, 0.998009, 31.4388
0.0001, 524288, 1, Classic, mean, 502.238, 0.998009, 31.2831
0.0001, 524288, 1, Classic, stddev, 6.02916e-14, 1.17757e-16, 0.115944
0.0001, 524288, 1, TaskBased, 0, 502.238, 0.998009, 31.3993
0.0001, 524288, 1, TaskBased, 1, 502.238, 0.998009, 31.3937
0.0001, 524288, 1, TaskBased, 2, 502.238, 0.998009, 31.3997
0.0001, 524288, 1, TaskBased, 3, 502.238, 0.998009, 31.4378
0.0001, 524288, 1, TaskBased, 4, 502.238, 0.998009, 31.4136
0.0001, 524288, 1, TaskBased, 5, 502.238, 0.998009, 31.4364
0.0001, 524288, 1, TaskBased, 6, 502.238, 0.998009, 31.4129
0.0001, 524288, 1, TaskBased, 7, 502.238, 0.998009, 31.4078
0.0001, 524288, 1, TaskBased, 8, 502.238, 0.998009, 31.4146
0.0001, 524288, 1, TaskBased, mean, 502.238, 0.998009, 31.4129
0.0001, 524288, 1, TaskBased, stddev, 6.02916e-14, 1.17757e-16, 0.0155338
